Player,Scores
Cedi Osman\osmande01,0.0856624510143082
Dorian Finney-Smith\finnedo01,0.08567318151504216
Jake Layman\laymaja01,0.08572254527461154
Marvin Williams\willima02,0.0858500210738804
Blake Griffin\griffbl01,0.08591589180213788
Abdel Nader\naderab01,0.08619200215552358
Michael Porter Jr.\portemi01,0.08625286497059187
Kemba Walker\walkeke02,0.08657115457566872
Jared Dudley\dudleja01,0.0870109517496811
Frank Jackson\jacksfr01,0.0870109517496811
Carsen Edwards\edwarca01,0.0873221901640377
Brandon Knight\knighbr03,0.0873221901640377
Terance Mann\mannte01,0.0873221901640377
Kenrich Williams\willike04,0.08742998191196644
Treveon Graham\grahatr01,0.08760910270516598
Marko Guduric\gudurma01,0.08760910270516598
Jerome Robinson\robinje01,0.08760910270516598
Ersan İlyasova\ilyaser01,0.08796534657718252
Elie Okobo\okoboel01,0.0880521937753343
Eric Paschall\pascher01,0.0881006610382084
DaQuan Jeffries\jeffrda01,0.08831927893356317
Anžejs Pasečņiks\pasecan01,0.08852472434757541
Garrett Temple\templga01,0.08860291403422826
Jalen McDaniels\mcdanja01,0.0886032068551762
Bobby Portis\portibo01,0.08868418050207849
Alec Burks\burksal01,0.08879800876042204
Austin Rivers\riverau01,0.08880725803274886
Dwayne Bacon\bacondw01,0.08904909679290801
Brandon Knight\knighbr03,0.08904909679290801
Nicolas Batum\batumni01,0.08940707149933519
Chandler Hutchison\hutchch01,0.08954601352914998
Keita Bates-Diop\bateske01,0.08955790408431785
Eric Gordon\gordoer01,0.08973768221637674
Javonte Green\greenja02,0.09005321471913846
Marvin Williams\willima02,0.0901498563310536
Derrick Rose\rosede01,0.0902801447129194
Seth Curry\curryse01,0.0903130224823615
Tyrone Wallace\wallaty01,0.09063906814056366
Glenn Robinson III\robingl02,0.09072688852440813
D'Angelo Russell\russeda01,0.09072688852440813
Jordan McRae\mcraejo01,0.09078801269363018
Keita Bates-Diop\bateske01,0.09153610442888893
Aaron Holiday\holidaa01,0.09165032518258415
Rodions Kurucs\kurucro01,0.09165980390656725
Reggie Jackson\jacksre01,0.09166209520153457
Taj Gibson\gibsota01,0.09190299569336013
Devin Booker\bookede01,0.09191284611753486
De'Andre Hunter\huntede01,0.09191284611753486
Noah Vonleh\vonleno01,0.09207153964401488
Omari Spellman\spellom01,0.092260653141441
Wilson Chandler\chandwi01,0.09234190048434848
Zylan Cheatham\cheatzy01,0.09240094369025836
Mario Hezonja\hezonma01,0.09244675646392653
Ish Smith\smithis01,0.09264606670461134
Hamidou Diallo\diallha01,0.09274068733496299
Tyler Johnson\johnsty01,0.09305144059912579
Markieff Morris\morrima02,0.09311803302513855
Reggie Jackson\jacksre01,0.09312410074092115
Wesley Matthews\matthwe02,0.09312410074092115
Glenn Robinson III\robingl02,0.09312410074092115
Ja Morant\moranja01,0.09321017302032275
Glenn Robinson III\robingl02,0.09336817438453782
JaKarr Sampson\sampsja02,0.09389694475296029
Isaiah Thomas\thomais02,0.0939374735473183
Kevin Porter Jr.\porteke02,0.09401122085139635
Kendrick Nunn\nunnke01,0.09418308074733062
Dennis Smith Jr.\smithde03,0.09456489368588966
Jeff Teague\teaguje01,0.09456489368588966
Grayson Allen\allengr01,0.09484399393096227
Cory Joseph\josepco01,0.09485315128769461
Nassir Little\littlna01,0.09493868867162791
Isaac Bonga\bongais01,0.09518078387814377
Cody Martin\martico01,0.09522185094660035
Frank Kaminsky\kaminfr01,0.09535244482986738
Solomon Hill\hillso01,0.09542429907063371
Josh Jackson\jacksjo02,0.09550621867828829
Bruno Fernando\fernabr01,0.0955809098083682
Donta Hall\halldo01,0.0955809098083682
Goran Dragić\dragigo01,0.09581075627663838
Vince Carter\cartevi01,0.09585588401900064
Kyle Kuzma\kuzmaky01,0.09630863832927566
Jeff Teague\teaguje01,0.09639597691870039
Jeff Teague\teaguje01,0.09660010040649941
J.J. Redick\redicjj01,0.09662503300746766
Noah Vonleh\vonleno01,0.09662503300746766
James Ennis\ennisja01,0.09714134373784389
Moritz Wagner\wagnemo01,0.09714134373784389
Rondae Hollis-Jefferson\holliro01,0.09720453697500858
Jordan Clarkson\clarkjo01,0.0972679451247862
Khem Birch\birchkh01,0.09756517370151924
Isaiah Hartenstein\harteis01,0.09756517370151924
T.J. McConnell\mccontj01,0.09800211208296122
Lou Williams\willilo02,0.09816270517242304
Cameron Johnson\johnsca02,0.09816487638656174
Nicolò Melli\mellini01,0.09816487638656174
Jeff Green\greenje02,0.09848964889108774
Zion Williamson\willizi01,0.09867957949495937
Brandon Knight\knighbr03,0.09900374815934071
Paul Watson\watsopa01,0.09900374815934071
Harry Giles\gilesha01,0.09906184344363106
Langston Galloway\gallola01,0.09907449827787768
Denzel Valentine\valende01,0.09907449827787768
Jabari Parker\parkeja01,0.09908979006048502
Thabo Sefolosha\sefolth01,0.09925062733879486
Tyler Johnson\johnsty01,0.09946716583043624
John Konchar\konchjo01,0.09946716583043624
